1,1,1,1,650,NULL,1,NULL,NULL,NULL
2,1,2,1,650,NULL,1,NULL,NULL,NULL
3,1,3,1,650,NULL,1,NULL,NULL,NULL
4,1,4,1,650,NULL,1,NULL,NULL,NULL
5,1,5,1,650,NULL,1,NULL,NULL,NULL
6,1,6,1,650,NULL,1,NULL,NULL,NULL
7,1,7,1,650,NULL,1,NULL,NULL,NULL
8,1,8,1,650,NULL,1,NULL,NULL,NULL
9,1,9,1,650,NULL,1,NULL,NULL,NULL
10,1,10,1,650,NULL,1,NULL,NULL,NULL
11,1,11,1,650,NULL,1,NULL,NULL,NULL
12,1,12,1,650,NULL,1,NULL,NULL,NULL
13,1,13,1,650,NULL,1,NULL,NULL,NULL
14,1,14,1,650,NULL,1,NULL,NULL,NULL
15,1,15,1,650,NULL,1,NULL,NULL,NULL
16,1,16,1,650,NULL,1,NULL,NULL,NULL
17,1,17,1,650,NULL,1,NULL,NULL,NULL
18,1,18,1,650,NULL,1,NULL,NULL,NULL
19,1,19,1,650,NULL,1,NULL,NULL,NULL
20,1,20,1,650,NULL,1,NULL,NULL,NULL
21,1,21,1,650,NULL,1,NULL,NULL,NULL
22,1,22,1,650,NULL,1,NULL,NULL,NULL
23,1,23,1,650,NULL,1,NULL,NULL,NULL
24,1,24,1,650,NULL,1,NULL,NULL,NULL
25,1,25,1,650,NULL,1,NULL,NULL,NULL
26,1,26,1,650,NULL,1,NULL,NULL,NULL
27,1,27,1,650,NULL,1,NULL,NULL,NULL
28,1,28,1,650,NULL,1,NULL,NULL,NULL
29,1,29,1,650,NULL,1,NULL,NULL,NULL
30,1,30,1,650,NULL,1,NULL,NULL,NULL
31,1,31,1,650,NULL,1,NULL,NULL,NULL
32,1,32,1,650,NULL,1,NULL,NULL,NULL
33,1,33,1,650,NULL,1,NULL,NULL,NULL
34,1,34,1,650,NULL,1,NULL,NULL,NULL
35,1,35,1,650,NULL,1,NULL,NULL,NULL
36,1,36,1,650,NULL,1,NULL,NULL,NULL
37,1,37,1,650,NULL,1,NULL,NULL,NULL
38,1,38,1,650,NULL,1,NULL,NULL,NULL
39,1,39,1,650,NULL,1,NULL,NULL,NULL
40,1,40,1,650,NULL,1,NULL,NULL,NULL
41,3,1,1,680,NULL,1,NULL,NULL,NULL
42,3,2,1,680,NULL,1,NULL,NULL,NULL
43,3,3,1,680,NULL,1,NULL,NULL,NULL
44,3,4,1,680,NULL,1,NULL,NULL,NULL
45,3,5,1,680,NULL,1,NULL,NULL,NULL
46,3,6,1,680,NULL,1,NULL,NULL,NULL
47,3,7,1,680,NULL,1,NULL,NULL,NULL
48,3,8,1,680,NULL,1,NULL,NULL,NULL
49,3,9,1,680,NULL,1,NULL,NULL,NULL
50,3,10,1,680,NULL,1,NULL,NULL,NULL
51,3,11,1,680,NULL,1,NULL,NULL,NULL
52,3,12,1,680,NULL,1,NULL,NULL,NULL
53,3,13,1,680,NULL,1,NULL,NULL,NULL
54,3,14,1,680,NULL,1,NULL,NULL,NULL
55,3,15,1,680,NULL,1,NULL,NULL,NULL
56,3,16,1,680,NULL,1,NULL,NULL,NULL
57,3,17,1,680,NULL,1,NULL,NULL,NULL
58,3,18,1,680,NULL,1,NULL,NULL,NULL
59,3,19,1,680,NULL,1,NULL,NULL,NULL
60,3,20,1,680,NULL,1,NULL,NULL,NULL
61,3,21,1,680,NULL,1,NULL,NULL,NULL
62,3,22,1,680,NULL,1,NULL,NULL,NULL
63,3,23,1,680,NULL,1,NULL,NULL,NULL
64,3,24,1,680,NULL,1,NULL,NULL,NULL
65,3,25,1,680,NULL,1,NULL,NULL,NULL
66,3,26,1,680,NULL,1,NULL,NULL,NULL
67,3,27,1,680,NULL,1,NULL,NULL,NULL
68,3,28,1,680,NULL,1,NULL,NULL,NULL
69,3,29,1,680,NULL,1,NULL,NULL,NULL
70,3,30,1,680,NULL,1,NULL,NULL,NULL
71,3,31,1,680,NULL,1,NULL,NULL,NULL
72,3,32,1,680,NULL,1,NULL,NULL,NULL
73,3,33,1,680,NULL,1,NULL,NULL,NULL
74,3,34,1,680,NULL,1,NULL,NULL,NULL
75,3,35,1,680,NULL,1,NULL,NULL,NULL
76,3,36,1,680,NULL,1,NULL,NULL,NULL
77,3,37,1,680,NULL,1,NULL,NULL,NULL
78,3,38,1,680,NULL,1,NULL,NULL,NULL
79,3,39,1,680,NULL,1,NULL,NULL,NULL
80,3,40,1,680,NULL,1,NULL,NULL,NULL
81,6,1,1,720,NULL,1,NULL,NULL,NULL
82,6,2,1,720,NULL,1,NULL,NULL,NULL
83,6,3,1,720,NULL,1,NULL,NULL,NULL
84,6,4,1,720,NULL,1,NULL,NULL,NULL
85,6,5,1,720,NULL,1,NULL,NULL,NULL
86,6,6,1,720,NULL,1,NULL,NULL,NULL
87,6,7,1,720,NULL,1,NULL,NULL,NULL
88,6,8,1,720,NULL,1,NULL,NULL,NULL
89,6,9,1,720,NULL,1,NULL,NULL,NULL
90,6,10,1,720,NULL,1,NULL,NULL,NULL
91,6,11,1,720,NULL,1,NULL,NULL,NULL
92,6,12,1,720,NULL,1,NULL,NULL,NULL
93,6,13,1,720,NULL,1,NULL,NULL,NULL
94,6,14,1,720,NULL,1,NULL,NULL,NULL
95,6,15,1,720,NULL,1,NULL,NULL,NULL
96,6,16,1,720,NULL,1,NULL,NULL,NULL
97,6,17,1,720,NULL,1,NULL,NULL,NULL
98,6,18,1,720,NULL,1,NULL,NULL,NULL
99,6,19,1,720,NULL,1,NULL,NULL,NULL
100,6,20,1,720,NULL,1,NULL,NULL,NULL
101,6,21,1,720,NULL,1,NULL,NULL,NULL
102,6,22,1,720,NULL,1,NULL,NULL,NULL
103,6,23,1,720,NULL,1,NULL,NULL,NULL
104,6,24,1,720,NULL,1,NULL,NULL,NULL
105,6,25,1,720,NULL,1,NULL,NULL,NULL
106,6,26,1,720,NULL,1,NULL,NULL,NULL
107,6,27,1,720,NULL,1,NULL,NULL,NULL
108,6,28,1,720,NULL,1,NULL,NULL,NULL
109,6,29,1,720,NULL,1,NULL,NULL,NULL
110,6,30,1,720,NULL,1,NULL,NULL,NULL
111,6,31,1,720,NULL,1,NULL,NULL,NULL
112,6,32,1,720,NULL,1,NULL,NULL,NULL
113,6,33,1,720,NULL,1,NULL,NULL,NULL
114,6,34,1,720,NULL,1,NULL,NULL,NULL
115,6,35,1,720,NULL,1,NULL,NULL,NULL
116,6,36,1,720,NULL,1,NULL,NULL,NULL
117,6,37,1,720,NULL,1,NULL,NULL,NULL
118,6,38,1,720,NULL,1,NULL,NULL,NULL
119,6,39,1,720,NULL,1,NULL,NULL,NULL
120,6,40,1,720,NULL,1,NULL,NULL,NULL
121,7,1,1,700,NULL,1,NULL,NULL,NULL
122,7,2,1,700,NULL,1,NULL,NULL,NULL
123,7,3,1,700,NULL,1,NULL,NULL,NULL
124,7,4,1,700,NULL,1,NULL,NULL,NULL
125,7,5,1,700,NULL,1,NULL,NULL,NULL
126,7,6,1,700,NULL,1,NULL,NULL,NULL
127,7,7,1,700,NULL,1,NULL,NULL,NULL
128,7,8,1,700,NULL,1,NULL,NULL,NULL
129,7,9,1,700,NULL,1,NULL,NULL,NULL
130,7,10,1,700,NULL,1,NULL,NULL,NULL
131,7,11,1,700,NULL,1,NULL,NULL,NULL
132,7,12,1,700,NULL,1,NULL,NULL,NULL
133,7,13,1,700,NULL,1,NULL,NULL,NULL
134,7,14,1,700,NULL,1,NULL,NULL,NULL
135,7,15,1,700,NULL,1,NULL,NULL,NULL
136,7,16,1,700,NULL,1,NULL,NULL,NULL
137,7,17,1,700,NULL,1,NULL,NULL,NULL
138,7,18,1,700,NULL,1,NULL,NULL,NULL
139,7,19,1,700,NULL,1,NULL,NULL,NULL
140,7,20,1,700,NULL,1,NULL,NULL,NULL
141,7,21,1,700,NULL,1,NULL,NULL,NULL
142,7,22,1,700,NULL,1,NULL,NULL,NULL
143,7,23,1,700,NULL,1,NULL,NULL,NULL
144,7,24,1,700,NULL,1,NULL,NULL,NULL
145,7,25,1,700,NULL,1,NULL,NULL,NULL
146,7,26,1,700,NULL,1,NULL,NULL,NULL
147,7,27,1,700,NULL,1,NULL,NULL,NULL
148,7,28,1,700,NULL,1,NULL,NULL,NULL
149,7,29,1,700,NULL,1,NULL,NULL,NULL
150,7,30,1,700,NULL,1,NULL,NULL,NULL
151,7,31,1,700,NULL,1,NULL,NULL,NULL
152,7,32,1,700,NULL,1,NULL,NULL,NULL
153,7,33,1,700,NULL,1,NULL,NULL,NULL
154,7,34,1,700,NULL,1,NULL,NULL,NULL
155,7,35,1,700,NULL,1,NULL,NULL,NULL
156,7,36,1,700,NULL,1,NULL,NULL,NULL
157,7,37,1,700,NULL,1,NULL,NULL,NULL
158,7,38,1,700,NULL,1,NULL,NULL,NULL
159,7,39,1,700,NULL,1,NULL,NULL,NULL
160,7,40,1,700,NULL,1,NULL,NULL,NULL
161,2,1,2,1250,NULL,1,NULL,NULL,NULL
162,2,3,2,1250,NULL,1,NULL,NULL,NULL
163,2,4,2,1250,NULL,1,NULL,NULL,NULL
164,2,5,2,1250,NULL,1,NULL,NULL,NULL
165,2,7,2,1250,NULL,1,NULL,NULL,NULL
166,2,8,2,1250,NULL,1,NULL,NULL,NULL
167,2,9,2,1250,NULL,1,NULL,NULL,NULL
168,2,11,2,1250,NULL,1,NULL,NULL,NULL
169,2,12,2,1250,NULL,1,NULL,NULL,NULL
170,2,13,2,1250,NULL,1,NULL,NULL,NULL
171,2,15,2,1250,NULL,1,NULL,NULL,NULL
172,2,16,2,1250,NULL,1,NULL,NULL,NULL
173,2,17,2,1250,NULL,1,NULL,NULL,NULL
174,2,19,2,1250,NULL,1,NULL,NULL,NULL
175,2,20,2,1250,NULL,1,NULL,NULL,NULL
176,2,21,2,1250,NULL,1,NULL,NULL,NULL
177,2,23,2,1250,NULL,1,NULL,NULL,NULL
178,2,24,2,1250,NULL,1,NULL,NULL,NULL
179,2,25,2,1250,NULL,1,NULL,NULL,NULL
180,2,27,2,1250,NULL,1,NULL,NULL,NULL
181,2,28,2,1250,NULL,1,NULL,NULL,NULL
182,2,29,2,1250,NULL,1,NULL,NULL,NULL
183,2,31,2,1250,NULL,1,NULL,NULL,NULL
184,2,32,2,1250,NULL,1,NULL,NULL,NULL
185,3,1,2,1250,NULL,1,NULL,NULL,NULL
186,3,3,2,1250,NULL,1,NULL,NULL,NULL
187,3,4,2,1250,NULL,1,NULL,NULL,NULL
188,3,5,2,1250,NULL,1,NULL,NULL,NULL
189,3,7,2,1250,NULL,1,NULL,NULL,NULL
190,3,8,2,1250,NULL,1,NULL,NULL,NULL
191,3,9,2,1250,NULL,1,NULL,NULL,NULL
192,3,11,2,1250,NULL,1,NULL,NULL,NULL
193,3,12,2,1250,NULL,1,NULL,NULL,NULL
194,3,13,2,1250,NULL,1,NULL,NULL,NULL
195,3,15,2,1250,NULL,1,NULL,NULL,NULL
196,3,16,2,1250,NULL,1,NULL,NULL,NULL
197,3,17,2,1250,NULL,1,NULL,NULL,NULL
198,3,19,2,1250,NULL,1,NULL,NULL,NULL
199,3,20,2,1250,NULL,1,NULL,NULL,NULL
200,3,21,2,1250,NULL,1,NULL,NULL,NULL
201,3,23,2,1250,NULL,1,NULL,NULL,NULL
202,3,24,2,1250,NULL,1,NULL,NULL,NULL
203,3,25,2,1250,NULL,1,NULL,NULL,NULL
204,3,27,2,1250,NULL,1,NULL,NULL,NULL
205,3,28,2,1250,NULL,1,NULL,NULL,NULL
206,3,29,2,1250,NULL,1,NULL,NULL,NULL
207,3,31,2,1250,NULL,1,NULL,NULL,NULL
208,3,32,2,1250,NULL,1,NULL,NULL,NULL
209,5,1,2,1250,NULL,1,NULL,NULL,NULL
210,5,3,2,1250,NULL,1,NULL,NULL,NULL
211,5,4,2,1250,NULL,1,NULL,NULL,NULL
212,5,5,2,1250,NULL,1,NULL,NULL,NULL
213,5,7,2,1250,NULL,1,NULL,NULL,NULL
214,5,8,2,1250,NULL,1,NULL,NULL,NULL
215,5,9,2,1250,NULL,1,NULL,NULL,NULL
216,5,11,2,1250,NULL,1,NULL,NULL,NULL
217,5,12,2,1250,NULL,1,NULL,NULL,NULL
218,5,13,2,1250,NULL,1,NULL,NULL,NULL
219,5,15,2,1250,NULL,1,NULL,NULL,NULL
220,5,16,2,1250,NULL,1,NULL,NULL,NULL
221,5,17,2,1250,NULL,1,NULL,NULL,NULL
222,5,19,2,1250,NULL,1,NULL,NULL,NULL
223,5,20,2,1250,NULL,1,NULL,NULL,NULL
224,5,21,2,1250,NULL,1,NULL,NULL,NULL
225,5,23,2,1250,NULL,1,NULL,NULL,NULL
226,5,24,2,1250,NULL,1,NULL,NULL,NULL
227,5,25,2,1250,NULL,1,NULL,NULL,NULL
228,5,27,2,1250,NULL,1,NULL,NULL,NULL
229,5,28,2,1250,NULL,1,NULL,NULL,NULL
230,5,29,2,1250,NULL,1,NULL,NULL,NULL
231,5,31,2,1250,NULL,1,NULL,NULL,NULL
232,5,32,2,1250,NULL,1,NULL,NULL,NULL
233,8,1,2,1400,NULL,1,NULL,NULL,NULL
234,8,3,2,1400,NULL,1,NULL,NULL,NULL
235,8,4,2,1400,NULL,1,NULL,NULL,NULL
236,8,5,2,1400,NULL,1,NULL,NULL,NULL
237,8,7,2,1400,NULL,1,NULL,NULL,NULL
238,8,8,2,1400,NULL,1,NULL,NULL,NULL
239,8,9,2,1400,NULL,1,NULL,NULL,NULL
240,8,11,2,1400,NULL,1,NULL,NULL,NULL
241,8,12,2,1400,NULL,1,NULL,NULL,NULL
242,8,13,2,1400,NULL,1,NULL,NULL,NULL
243,8,15,2,1400,NULL,1,NULL,NULL,NULL
244,8,16,2,1400,NULL,1,NULL,NULL,NULL
245,8,17,2,1400,NULL,1,NULL,NULL,NULL
246,8,19,2,1400,NULL,1,NULL,NULL,NULL
247,8,20,2,1400,NULL,1,NULL,NULL,NULL
248,8,21,2,1400,NULL,1,NULL,NULL,NULL
249,8,23,2,1400,NULL,1,NULL,NULL,NULL
250,8,24,2,1400,NULL,1,NULL,NULL,NULL
251,8,25,2,1400,NULL,1,NULL,NULL,NULL
252,8,27,2,1400,NULL,1,NULL,NULL,NULL
253,8,28,2,1400,NULL,1,NULL,NULL,NULL
254,8,29,2,1400,NULL,1,NULL,NULL,NULL
255,8,31,2,1400,NULL,1,NULL,NULL,NULL
256,8,32,2,1400,NULL,1,NULL,NULL,NULL
